"student_id","school_id","grade","reading_time_home","parent_education","school_type","gender","birth_months","n_siblings","ses_index","naplan_reading_score"
2213,55,"Year 5",40,"Certificate/Diploma","Government","Female","Mar",2,0.11,649
2214,58,"Year 3",90,"Certificate/Diploma","Government","Female","Oct",2,0.4,600
2215,52,"Year 9",20,"Year 10 or below","Government","Female","Apr",1,-1.41,577
2216,51,"Year 3",15,"Certificate/Diploma","Government","Male","Oct",5,0.01,468
2217,7,"Year 7",5,"Certificate/Diploma","Catholic","Male","Jan",0,0.64,552
2218,48,"Year 3",0,"Postgraduate","Government","Female","Jan",2,1.95,490
2219,37,"Year 9",15,"Certificate/Diploma","Government","Female","Jan",2,0.45,679
2220,41,"Year 5",20,"Certificate/Diploma","Government","Male","Feb",1,0.68,482
2221,34,"Year 5",40,"Bachelor degree","Catholic","Male","Apr",2,1.41,476
2222,35,"Year 9",0,"Bachelor degree","Government","Male","Apr",1,0.58,592
2223,59,"Year 3",25,"Year 12","Government","Male","Nov",2,0.13,469
2224,60,"Year 5",10,"Certificate/Diploma","Government","Female","Jan",1,0.1,485
2225,20,"Year 3",0,"Certificate/Diploma","Government","Male","Dec",4,0.07,402
2226,8,"Year 7",10,"Certificate/Diploma","Government","Female","Jul",5,0.16,617
2227,7,"Year 3",0,"Bachelor degree","Catholic","Female","Oct",2,1.99,470
2228,32,"Year 7",25,"Year 12","Catholic","Female","Jan",2,-0.54,510
2229,55,"Year 7",25,"Certificate/Diploma","Government","Male","Jul",1,0.78,610
2230,48,"Year 7",30,"Bachelor degree","Government","Male","Jan",5,0.81,587
2231,55,"Year 9",10,"Certificate/Diploma","Government","Male","Jul",1,1.08,638
2232,60,"Year 7",15,"Year 10 or below","Government","Female","Jul",2,-1.08,532
2233,41,"Year 5",25,"Year 12","Government","Male","May",3,0.08,416
2234,10,"Year 5",5,"Year 12","Catholic","Male","Sep",1,0.71,507
2235,37,"Year 5",20,"Year 12","Government","Female","Sep",2,-0.07,558
2236,29,"Year 9",40,"Year 12","Government","Male","Nov",5,0.25,609
2237,26,"Year 7",5,"Bachelor degree","Government","Male","Nov",1,1.41,541
2238,50,"Year 9",5,"Year 12","Government","Female","Jan",1,0.51,624
2239,42,"Year 3",25,"Bachelor degree","Government","Male","Jul",2,1.62,518
2240,12,"Year 7",20,"Year 12","Catholic","Male","Jan",2,0.15,565
2241,44,"Year 7",30,"Bachelor degree","Independent","Male","Feb",5,2.26,692
2242,29,"Year 7",5,"Year 12","Government","Male","Mar",1,-0.6,575
2243,27,"Year 3",40,"Year 10 or below","Government","Female","Sep",0,-1.05,487
2244,60,"Year 9",15,"Bachelor degree","Government","Male","Aug",3,1.06,615
2245,30,"Year 7",15,"Certificate/Diploma","Catholic","Male","Jul",3,0.9,585
2246,60,"Year 5",0,"Bachelor degree","Government","Male","Feb",3,1.45,491
2247,18,"Year 7",5,"Year 12","Government","Male","Jul",1,0.26,562
2248,20,"Year 5",0,"Certificate/Diploma","Government","Male","Sep",2,-0.15,518
2249,14,"Year 9",10,"Bachelor degree","Government","Male","Nov",1,0.49,676
2250,9,"Year 7",30,"Year 10 or below","Catholic","Male","Mar",1,-0.33,508
2251,25,"Year 7",0,"Bachelor degree","Government","Male","Sep",1,0.35,546
2252,9,"Year 7",55,"Certificate/Diploma","Catholic","Female","Jul",0,0.16,584
2253,48,"Year 3",20,"Certificate/Diploma","Government","Female","Aug",3,0.56,472
2254,53,"Year 3",65,"Certificate/Diploma","Government","Male","Nov",2,0.62,600
2255,14,"Year 5",0,"Year 10 or below","Government","Male","Nov",2,-0.94,502
2256,5,"Year 9",15,"Bachelor degree","Government","Male","Nov",1,1.46,653
2257,33,"Year 9",90,"Year 12","Government","Male","Feb",1,0.28,631
2258,41,"Year 5",50,"Postgraduate","Government","Female","Feb",1,1.05,448
2259,27,"Year 7",0,"Bachelor degree","Government","Female","Feb",3,0.27,530
2260,41,"Year 7",50,"Year 12","Government","Female","Sep",1,0.48,431
2261,52,"Year 7",10,"Bachelor degree","Government","Female","Sep",0,1.35,611
2262,31,"Year 7",0,"Year 12","Catholic","Female","Sep",3,1.41,588
2263,58,"Year 7",85,"Postgraduate","Government","Female","Nov",3,1.2,739
2264,43,"Year 3",0,"Certificate/Diploma","Government","Female","Sep",1,0.54,423
2265,33,"Year 3",0,"Postgraduate","Government","Male","Jan",1,2.71,462
2266,18,"Year 7",45,"Year 10 or below","Government","Male","Nov",2,-0.93,418
2267,34,"Year 5",5,"Postgraduate","Catholic","Male","Aug",2,2.05,580
2268,53,"Year 3",15,"Certificate/Diploma","Government","Male","Mar",1,-0.68,447
2269,18,"Year 3",0,"Bachelor degree","Government","Male","Jul",1,0.64,453
2270,37,"Year 9",5,"Certificate/Diploma","Government","Female","Jan",1,0.63,600
2271,38,"Year 5",0,"Bachelor degree","Government","Male","Dec",2,0.88,570
2272,26,"Year 5",5,"Certificate/Diploma","Government","Female","Sep",0,0.82,427
2273,40,"Year 3",0,"Postgraduate","Government","Male","Aug",5,1.67,452
2274,44,"Year 3",0,"Bachelor degree","Independent","Male","Oct",2,1.54,579
2275,18,"Year 3",0,"Certificate/Diploma","Government","Female","Mar",1,-0.07,492
2276,19,"Year 7",5,"Year 10 or below","Government","Female","Oct",1,-0.99,529
2277,2,"Year 9",25,"Certificate/Diploma","Independent","Female","Nov",1,1.56,722
2278,53,"Year 3",10,"Certificate/Diploma","Government","Male","Oct",1,0.52,381
2279,46,"Year 5",60,"Year 12","Independent","Male","Jan",5,1.18,516
2280,27,"Year 9",5,"Bachelor degree","Government","Male","Jan",5,1.16,611
2281,22,"Year 7",5,"Year 12","Government","Female","Sep",4,-1.26,555
2282,23,"Year 9",10,"Certificate/Diploma","Independent","Female","Aug",2,1.55,659
2283,55,"Year 5",0,"Year 12","Government","Male","Jan",2,-0.12,509
2284,38,"Year 9",20,"Bachelor degree","Government","Male","Aug",0,0.91,667
2285,20,"Year 3",50,"Year 12","Government","Female","May",1,0.82,481
2286,32,"Year 5",5,"Postgraduate","Catholic","Male","Aug",3,1.65,583
2287,43,"Year 5",0,"Bachelor degree","Government","Female","May",3,-0.25,517
2288,43,"Year 3",50,"Certificate/Diploma","Government","Male","Oct",2,0.23,483
2289,42,"Year 5",20,"Postgraduate","Government","Female","Nov",2,0.65,590
2290,53,"Year 3",0,"Year 12","Government","Female","May",2,-0.8,385
2291,59,"Year 7",35,"Year 12","Government","Male","Oct",3,-0.36,669
2292,24,"Year 5",5,"Year 10 or below","Independent","Female","Jun",2,0.21,476
2293,32,"Year 7",90,"Year 12","Catholic","Male","Jul",3,0.47,497
2294,58,"Year 5",15,"Year 12","Government","Female","Dec",1,0.31,581
2295,56,"Year 7",25,"Bachelor degree","Catholic","Male","Aug",2,1.83,687
2296,17,"Year 3",10,"Year 12","Independent","Female","Aug",1,0.57,456
2297,33,"Year 7",5,"Year 12","Government","Male","Jul",1,-0.13,546
2298,49,"Year 3",0,"Certificate/Diploma","Independent","Female","Apr",2,1.26,471
2299,34,"Year 7",55,"Year 12","Catholic","Female","Aug",2,0.8,525
2300,57,"Year 3",5,"Bachelor degree","Catholic","Female","Sep",0,0.88,483
2301,24,"Year 7",0,"Certificate/Diploma","Independent","Female","Dec",0,1.14,567
2302,18,"Year 9",15,"Certificate/Diploma","Government","Female","Jan",2,0.66,620
2303,34,"Year 5",30,"Year 10 or below","Catholic","Male","Feb",0,-0.24,454
2304,1,"Year 3",25,"Year 12","Independent","Male","Mar",5,0.77,600
2305,49,"Year 7",15,"Year 12","Independent","Female","Apr",1,1.25,582
2306,1,"Year 5",5,"Certificate/Diploma","Independent","Female","Mar",2,1.35,547
2307,37,"Year 3",0,"Certificate/Diploma","Government","Male","Jan",3,0.39,432
2308,36,"Year 3",0,"Year 10 or below","Catholic","Male","Mar",1,-1.1,425
2309,46,"Year 3",15,"Bachelor degree","Independent","Male","Feb",2,2.18,480
2310,41,"Year 7",10,"Year 10 or below","Government","Female","Dec",2,-1.15,496
2311,14,"Year 3",25,"Bachelor degree","Government","Female","Jan",1,1.75,489
2312,3,"Year 7",5,"Bachelor degree","Government","Female","Oct",1,0.69,632
2313,48,"Year 9",15,"Year 12","Government","Male","Aug",1,0.33,562
2314,24,"Year 7",45,"Bachelor degree","Independent","Male","Aug",1,2.21,674
2315,30,"Year 5",65,"Certificate/Diploma","Catholic","Female","Feb",1,1,584
2316,60,"Year 5",0,"Bachelor degree","Government","Male","Dec",0,1.23,541
2317,29,"Year 3",5,"Bachelor degree","Government","Male","Jul",1,2.36,508
2318,43,"Year 7",5,"Certificate/Diploma","Government","Female","Aug",2,0.39,550
2319,8,"Year 3",0,"Year 10 or below","Government","Female","Aug",0,-0.19,443
2320,41,"Year 7",50,"Year 10 or below","Government","Female","May",1,-1.35,434
2321,55,"Year 7",10,"Year 12","Government","Female","Jun",1,0.34,572
2322,43,"Year 7",55,"Bachelor degree","Government","Female","Apr",2,1.12,665
2323,27,"Year 7",20,"Year 12","Government","Female","Jan",0,0.2,573
2324,36,"Year 7",55,"Year 10 or below","Catholic","Male","Nov",1,-0.81,568
2325,27,"Year 3",0,"Certificate/Diploma","Government","Male","May",1,0.21,360
2326,22,"Year 9",15,"Certificate/Diploma","Government","Female","Dec",3,0.03,684
2327,6,"Year 9",10,"Year 12","Government","Male","Jul",2,1.08,643
2328,24,"Year 3",35,"Certificate/Diploma","Independent","Male","Nov",1,1.13,460
2329,34,"Year 3",30,"Postgraduate","Catholic","Male","Jan",1,2,438
2330,37,"Year 5",25,"Year 12","Government","Male","Nov",1,-0.18,599
2331,36,"Year 7",15,"Postgraduate","Catholic","Male","Apr",1,2.18,613
2332,26,"Year 9",20,"Year 12","Government","Female","Aug",0,0.32,589
2333,16,"Year 5",30,"Certificate/Diploma","Independent","Female","May",1,0.99,612
2334,33,"Year 7",25,"Certificate/Diploma","Government","Male","Mar",5,0.06,519
2335,33,"Year 3",65,"Year 12","Government","Female","Sep",2,-0.6,371
2336,59,"Year 9",45,"Year 12","Government","Female","Oct",2,0.79,673
2337,11,"Year 9",0,"Year 10 or below","Government","Female","Apr",2,-1.01,530
2338,2,"Year 5",5,"Certificate/Diploma","Independent","Male","Jul",3,1.29,546
2339,48,"Year 7",60,"Certificate/Diploma","Government","Female","Aug",2,-0.25,494
2340,55,"Year 5",25,"Certificate/Diploma","Government","Male","Jan",5,0.26,606
2341,10,"Year 5",35,"Year 12","Catholic","Male","Dec",1,-0.57,518
2342,7,"Year 9",0,"Bachelor degree","Catholic","Male","Jun",0,0.99,626
2343,5,"Year 3",60,"Year 12","Government","Female","Oct",5,0.2,600
2344,14,"Year 5",5,"Bachelor degree","Government","Female","Dec",1,1.71,539
2345,22,"Year 9",30,"Year 10 or below","Government","Female","May",1,-1.35,621
2346,27,"Year 9",20,"Year 10 or below","Government","Male","Sep",3,-0.15,584
2347,8,"Year 9",15,"Year 12","Government","Female","Nov",1,0.1,715
2348,36,"Year 5",0,"Year 12","Catholic","Female","Jan",2,0.36,514
2349,18,"Year 3",80,"Year 12","Government","Male","Aug",1,-0.1,303
2350,17,"Year 9",20,"Bachelor degree","Independent","Female","Feb",0,1.66,698
2351,58,"Year 5",10,"Certificate/Diploma","Government","Male","Oct",3,0.64,530
2352,14,"Year 7",10,"Year 10 or below","Government","Male","May",2,-1.02,549
2353,11,"Year 9",0,"Bachelor degree","Government","Female","Sep",1,0.63,621
2354,40,"Year 3",0,"Year 10 or below","Government","Female","Aug",5,0.07,409
2355,59,"Year 7",15,"Year 10 or below","Government","Female","Dec",3,-0.27,653
2356,21,"Year 5",20,"Year 10 or below","Independent","Male","Sep",1,-0.27,533
2357,10,"Year 9",0,"Postgraduate","Catholic","Male","Feb",1,1.59,681
2358,60,"Year 3",0,"Certificate/Diploma","Government","Male","Apr",0,0.24,397
2359,35,"Year 9",60,"Bachelor degree","Government","Female","Dec",5,1.33,900
2360,55,"Year 3",30,"Bachelor degree","Government","Female","Aug",3,1.2,573
2361,57,"Year 7",0,"Year 12","Catholic","Female","Jul",2,-0.02,589
2362,39,"Year 7",5,"Bachelor degree","Independent","Male","Jul",5,3.24,616
2363,27,"Year 5",50,"Bachelor degree","Government","Male","Dec",0,1.69,613
2364,45,"Year 7",0,"Postgraduate","Government","Female","Sep",1,0.94,647
2365,19,"Year 9",5,"Year 10 or below","Government","Female","Jul",1,-0.48,578
2366,38,"Year 7",15,"Year 10 or below","Government","Female","Oct",0,-0.42,611
2367,19,"Year 3",10,"Year 12","Government","Male","Sep",5,0.8,422
2368,14,"Year 9",30,"Year 12","Government","Female","Aug",3,-0.22,620
2369,30,"Year 5",60,"Year 12","Catholic","Female","Sep",2,0.01,575
2370,51,"Year 9",50,"Bachelor degree","Government","Male","Jul",3,0.86,760
2371,53,"Year 7",25,"Certificate/Diploma","Government","Female","Mar",2,0.99,633
2372,48,"Year 5",20,"Year 12","Government","Male","Oct",2,-0.21,478
2373,29,"Year 9",0,"Postgraduate","Government","Female","Jan",1,2.15,672
2374,49,"Year 9",5,"Bachelor degree","Independent","Female","Apr",2,1.67,666
2375,1,"Year 5",10,"Bachelor degree","Independent","Female","Mar",0,0.98,589
2376,23,"Year 3",0,"Year 10 or below","Independent","Female","Feb",0,0.07,387
2377,4,"Year 5",10,"Year 10 or below","Catholic","Female","Jul",0,-0.93,522
2378,34,"Year 3",115,"Year 12","Catholic","Female","Jul",3,0.07,319
2379,39,"Year 5",5,"Year 12","Independent","Male","Nov",1,0.69,543
2380,41,"Year 5",10,"Certificate/Diploma","Government","Male","Nov",3,-0.36,473
2381,29,"Year 5",30,"Year 10 or below","Government","Male","Nov",0,0.05,477
2382,51,"Year 7",0,"Bachelor degree","Government","Female","Jun",1,1.14,616
2383,34,"Year 9",110,"Year 12","Catholic","Male","Dec",3,0.43,466
2384,41,"Year 7",35,"Bachelor degree","Government","Female","Mar",1,1.63,565
2385,60,"Year 3",0,"Certificate/Diploma","Government","Male","Feb",2,-0.49,441
2386,22,"Year 9",30,"Year 12","Government","Male","Feb",1,0.67,702
2387,6,"Year 9",10,"Certificate/Diploma","Government","Female","Dec",2,0.37,645
2388,41,"Year 9",5,"Year 12","Government","Female","Dec",2,-0.75,571
2389,28,"Year 5",110,"Certificate/Diploma","Independent","Female","Feb",1,1.75,629
2390,47,"Year 5",30,"Bachelor degree","Independent","Male","Sep",3,2.31,636
2391,29,"Year 7",20,"Year 12","Government","Male","Nov",3,-0.16,554
2392,34,"Year 7",0,"Bachelor degree","Catholic","Male","Jun",0,0.92,570
2393,27,"Year 5",10,"Year 10 or below","Government","Female","Dec",1,-0.6,524
2394,1,"Year 3",25,"Bachelor degree","Independent","Male","Apr",4,1.84,600
2395,48,"Year 5",15,"Certificate/Diploma","Government","Male","Dec",5,-0.63,498
2396,45,"Year 7",10,"Postgraduate","Government","Male","Sep",1,1.47,623
2397,11,"Year 5",0,"Year 12","Government","Male","Dec",2,0.05,468
2398,45,"Year 7",35,"Postgraduate","Government","Male","Nov",2,2.19,563
2399,18,"Year 3",10,"Postgraduate","Government","Female","Feb",3,1.65,496
2400,29,"Year 9",20,"Postgraduate","Government","Female","Oct",1,1.13,673
2401,7,"Year 9",0,"Bachelor degree","Catholic","Female","May",1,0.85,616
2402,51,"Year 9",25,"Year 12","Government","Female","Jan",3,-0.05,683
2403,10,"Year 5",0,"Bachelor degree","Catholic","Female","Dec",0,0.81,527
2404,26,"Year 9",15,"Bachelor degree","Government","Female","Jul",1,0.37,649
2405,18,"Year 3",20,"Year 12","Government","Female","Feb",1,-0.03,353
2406,26,"Year 3",10,"Certificate/Diploma","Government","Female","Feb",1,1.19,405
2407,39,"Year 3",5,"Year 10 or below","Independent","Female","Jul",0,0.46,407
2408,43,"Year 7",0,"Bachelor degree","Government","Female","Sep",1,1.21,586
2409,48,"Year 7",25,"Year 10 or below","Government","Male","Jul",2,-0.42,501
2410,40,"Year 7",30,"Certificate/Diploma","Government","Male","Oct",2,-0.81,566
2411,48,"Year 3",25,"Bachelor degree","Government","Female","Aug",2,1.13,485
2412,59,"Year 5",55,"Bachelor degree","Government","Female","Feb",3,0.41,686
2413,53,"Year 9",25,"Year 12","Government","Male","Nov",0,-0.14,677
2414,33,"Year 5",85,"Year 10 or below","Government","Male","May",3,-1.49,463
2415,19,"Year 9",15,"Year 10 or below","Government","Male","Oct",3,-0.27,606
2416,42,"Year 3",55,"Bachelor degree","Government","Male","Nov",3,1.32,592
2417,42,"Year 7",25,"Postgraduate","Government","Female","Mar",1,1.06,658
2418,33,"Year 7",100,"Year 10 or below","Government","Female","Jan",2,-0.08,538
2419,26,"Year 3",0,"Certificate/Diploma","Government","Female","Jul",3,-0.11,474
2420,20,"Year 7",105,"Bachelor degree","Government","Male","Sep",5,0.59,695
2421,56,"Year 9",0,"Certificate/Diploma","Catholic","Female","Dec",0,0.85,615
2422,20,"Year 7",15,"Bachelor degree","Government","Male","Oct",2,0.71,540
2423,4,"Year 7",5,"Bachelor degree","Catholic","Female","Dec",1,1.79,614
2424,32,"Year 7",25,"Certificate/Diploma","Catholic","Female","Dec",0,0.54,558
2425,47,"Year 9",50,"Postgraduate","Independent","Female","Aug",2,2.02,866
2426,11,"Year 3",85,"Bachelor degree","Government","Male","Aug",2,1.22,429
2427,27,"Year 7",15,"Year 12","Government","Male","Aug",1,0.44,558
2428,32,"Year 7",20,"Certificate/Diploma","Catholic","Female","Nov",1,1.09,605
2429,10,"Year 7",10,"Year 10 or below","Catholic","Male","Mar",2,-0.66,570
2430,41,"Year 5",0,"Bachelor degree","Government","Male","Jul",2,1.46,486
2431,18,"Year 3",10,"Year 12","Government","Male","Sep",2,-0.18,397
2432,35,"Year 5",20,"Bachelor degree","Government","Male","Jan",3,1.31,607
2433,45,"Year 7",15,"Year 12","Government","Female","Oct",1,0.55,535
2434,52,"Year 9",10,"Bachelor degree","Government","Male","Mar",2,0.97,667
2435,27,"Year 7",25,"Year 12","Government","Female","Jan",3,0.41,580
2436,14,"Year 5",10,"Bachelor degree","Government","Male","Jan",3,0.85,572
2437,11,"Year 7",15,"Bachelor degree","Government","Female","Dec",0,1.67,600
2438,24,"Year 9",40,"Year 12","Independent","Female","Jul",2,-0.31,642
2439,11,"Year 5",40,"Year 12","Government","Female","Mar",2,0.34,500
2440,25,"Year 5",10,"Bachelor degree","Government","Female","Jul",2,0.14,544
2441,43,"Year 3",55,"Year 12","Government","Male","Jan",2,-0.25,474
2442,18,"Year 7",30,"Year 12","Government","Female","Sep",5,0.83,509
2443,28,"Year 7",45,"Year 12","Independent","Female","Oct",2,0.43,649
2444,36,"Year 5",45,"Postgraduate","Catholic","Female","Aug",1,1.54,515
2445,26,"Year 7",20,"Certificate/Diploma","Government","Male","Mar",1,-1.23,576
2446,38,"Year 3",30,"Year 12","Government","Male","Jan",0,-0.36,412
2447,30,"Year 9",60,"Certificate/Diploma","Catholic","Female","Jan",3,0.89,693
2448,51,"Year 9",5,"Postgraduate","Government","Female","Sep",1,1.89,637
2449,60,"Year 7",20,"Postgraduate","Government","Female","Jul",0,0.98,542
2450,18,"Year 9",30,"Bachelor degree","Government","Male","Jun",5,-0.02,585
2451,52,"Year 5",20,"Year 10 or below","Government","Male","Mar",2,-0.85,463
2452,36,"Year 3",45,"Certificate/Diploma","Catholic","Female","Jan",3,0.55,433
2453,35,"Year 9",15,"Certificate/Diploma","Government","Male","Dec",4,0.28,629
2454,2,"Year 3",10,"Year 12","Independent","Male","Jan",2,1.06,481
2455,28,"Year 9",35,"Year 10 or below","Independent","Female","Feb",1,-0.46,635
2456,43,"Year 5",10,"Year 12","Government","Female","Feb",0,0.56,524
2457,20,"Year 7",5,"Bachelor degree","Government","Male","Apr",0,0.63,582
2458,45,"Year 5",20,"Certificate/Diploma","Government","Male","Jul",2,1,470
2459,45,"Year 7",5,"Certificate/Diploma","Government","Male","May",4,0.66,557
2460,48,"Year 3",15,"Year 12","Government","Male","Dec",0,-0.31,375
2461,27,"Year 5",70,"Bachelor degree","Government","Male","Feb",3,0.59,657
2462,15,"Year 7",0,"Certificate/Diploma","Government","Male","Jan",2,0.32,545
2463,26,"Year 3",0,"Bachelor degree","Government","Female","Aug",2,1.2,455
2464,43,"Year 9",20,"Certificate/Diploma","Government","Male","Sep",2,0.63,615
2465,29,"Year 7",55,"Year 10 or below","Government","Female","Jul",2,-0.9,540
2466,57,"Year 9",10,"Year 12","Catholic","Female","Mar",2,-0.17,603
2467,41,"Year 7",0,"Certificate/Diploma","Government","Female","Sep",2,-0.82,565
2468,42,"Year 9",25,"Year 10 or below","Government","Male","Nov",3,-0.81,659
2469,41,"Year 9",75,"Certificate/Diploma","Government","Male","Dec",2,-0.7,510
2470,8,"Year 3",5,"Bachelor degree","Government","Male","Jul",2,0.91,504
2471,14,"Year 7",15,"Certificate/Diploma","Government","Female","Apr",1,0.74,568
2472,60,"Year 9",15,"Year 12","Government","Male","Sep",3,1.22,528
2473,52,"Year 3",105,"Bachelor degree","Government","Female","Sep",1,1.02,455
2474,14,"Year 7",20,"Postgraduate","Government","Female","Nov",1,2.23,665
2475,11,"Year 7",20,"Bachelor degree","Government","Female","Sep",4,1.93,576
2476,55,"Year 9",15,"Bachelor degree","Government","Male","Jul",2,0.66,730
2477,48,"Year 5",5,"Year 10 or below","Government","Female","Dec",3,-0.58,482
2478,22,"Year 9",0,"Year 12","Government","Female","Dec",2,-0.63,605
2479,52,"Year 9",40,"Certificate/Diploma","Government","Female","Oct",1,-0.54,578
2480,39,"Year 5",30,"Year 12","Independent","Male","Dec",2,1.16,559
2481,52,"Year 3",20,"Certificate/Diploma","Government","Female","Sep",2,1.11,415
2482,19,"Year 7",10,"Bachelor degree","Government","Female","Sep",1,1.26,664
2483,50,"Year 5",35,"Year 12","Government","Male","Sep",3,0.22,544
2484,45,"Year 5",10,"Bachelor degree","Government","Male","Jul",1,0.19,479
2485,7,"Year 3",20,"Year 12","Catholic","Female","Feb",2,0.74,498
2486,27,"Year 9",50,"Year 12","Government","Male","Oct",1,0.44,691
2487,20,"Year 9",60,"Bachelor degree","Government","Female","Aug",1,1.37,713
2488,10,"Year 7",30,"Year 12","Catholic","Male","Aug",4,1.08,576
2489,36,"Year 7",40,"Year 12","Catholic","Female","Mar",2,0.62,558
2490,41,"Year 5",65,"Year 12","Government","Male","Oct",2,0.31,407
2491,14,"Year 3",10,"Certificate/Diploma","Government","Male","Jul",2,0.95,446
2492,38,"Year 7",20,"Bachelor degree","Government","Female","Jan",3,1.13,659
2493,43,"Year 5",20,"Bachelor degree","Government","Female","Jul",0,1.37,538
2494,26,"Year 7",40,"Bachelor degree","Government","Male","Aug",2,0.83,602
2495,18,"Year 3",70,"Year 12","Government","Female","Jan",2,-0.15,270
2496,21,"Year 3",0,"Postgraduate","Independent","Male","Nov",1,2.83,487
2497,2,"Year 7",20,"Postgraduate","Independent","Female","Aug",2,2.42,661
2498,48,"Year 9",25,"Bachelor degree","Government","Female","Jul",2,1.64,570
2499,2,"Year 5",50,"Bachelor degree","Independent","Female","Nov",2,2.01,700
2500,25,"Year 3",5,"Bachelor degree","Government","Male","Mar",5,1.31,436
2501,9,"Year 7",45,"Bachelor degree","Catholic","Male","Jul",1,1.1,617
2502,15,"Year 9",15,"Bachelor degree","Government","Male","Sep",3,1.31,642
2503,50,"Year 9",20,"Bachelor degree","Government","Female","Apr",4,1.78,725
2504,4,"Year 5",10,"Bachelor degree","Catholic","Female","Nov",1,1.41,607
2505,51,"Year 5",35,"Certificate/Diploma","Government","Female","Oct",3,0.36,583
2506,48,"Year 9",55,"Certificate/Diploma","Government","Female","Dec",1,0.69,566
2507,3,"Year 5",5,"Year 12","Government","Male","Aug",2,-0.6,533
2508,45,"Year 3",0,"Bachelor degree","Government","Male","May",1,0.41,474
2509,33,"Year 9",15,"Bachelor degree","Government","Female","Jan",2,1.85,617
2510,26,"Year 5",105,"Year 10 or below","Government","Female","May",3,-1.45,487
2511,13,"Year 3",85,"Year 12","Independent","Female","Dec",3,0.67,177
2512,42,"Year 5",0,"Year 12","Government","Female","Jun",3,0.12,466
2513,37,"Year 7",20,"Bachelor degree","Government","Male","Jul",2,1.22,653
2514,54,"Year 5",0,"Year 12","Catholic","Female","Dec",2,0.62,521
2515,31,"Year 9",50,"Certificate/Diploma","Catholic","Female","Feb",1,0.86,781
2516,18,"Year 9",10,"Certificate/Diploma","Government","Male","Aug",2,0.55,594
2517,33,"Year 3",10,"Bachelor degree","Government","Female","Jul",0,1.76,421
2518,10,"Year 7",25,"Certificate/Diploma","Catholic","Female","Oct",3,1.47,568
2519,53,"Year 5",0,"Year 12","Government","Female","Jan",2,-0.48,460
2520,11,"Year 3",30,"Year 10 or below","Government","Female","Jan",1,-0.65,401
2521,57,"Year 3",5,"Bachelor degree","Catholic","Male","Sep",1,1.73,448
2522,2,"Year 7",25,"Certificate/Diploma","Independent","Male","Jan",2,0.86,727
2523,54,"Year 5",10,"Certificate/Diploma","Catholic","Female","Mar",1,0.96,517
2524,13,"Year 9",15,"Year 12","Independent","Female","Aug",1,0.3,613
2525,19,"Year 9",0,"Bachelor degree","Government","Male","Feb",2,1.98,642
2526,41,"Year 7",25,"Certificate/Diploma","Government","Female","Dec",1,-0.12,547
2527,45,"Year 3",35,"Certificate/Diploma","Government","Male","Feb",0,0.97,372
2528,59,"Year 9",40,"Bachelor degree","Government","Male","Dec",2,1.56,754
2529,54,"Year 9",15,"Bachelor degree","Catholic","Male","Dec",1,2.02,658
2530,38,"Year 5",25,"Year 12","Government","Male","Dec",3,-0.89,562
2531,52,"Year 7",0,"Certificate/Diploma","Government","Male","Jul",2,0.41,636
2532,35,"Year 5",50,"Year 12","Government","Male","Dec",2,0.63,700
2533,27,"Year 5",45,"Year 12","Government","Female","Jul",2,-0.31,649
2534,60,"Year 7",115,"Certificate/Diploma","Government","Female","Jan",1,0.27,454
2535,20,"Year 5",10,"Certificate/Diploma","Government","Male","Mar",1,0.38,494
2536,42,"Year 9",25,"Year 12","Government","Female","Oct",1,1.06,654
2537,20,"Year 7",0,"Certificate/Diploma","Government","Male","Feb",1,0.14,600
2538,19,"Year 3",35,"Year 10 or below","Government","Female","Nov",4,-0.66,518
2539,49,"Year 7",15,"Bachelor degree","Independent","Male","May",2,1.65,650
2540,60,"Year 5",60,"Postgraduate","Government","Female","Mar",1,1.13,531
2541,5,"Year 3",20,"Year 12","Government","Female","Aug",2,-0.11,483
2542,11,"Year 7",25,"Certificate/Diploma","Government","Male","Oct",1,0.85,519
2543,53,"Year 7",100,"Year 10 or below","Government","Male","Dec",0,-0.78,800
2544,4,"Year 7",55,"Year 10 or below","Catholic","Male","May",0,-0.19,626
2545,41,"Year 5",20,"Bachelor degree","Government","Male","Mar",1,1.1,499
2546,52,"Year 3",45,"Year 10 or below","Government","Female","Mar",3,-0.53,397
2547,44,"Year 3",10,"Certificate/Diploma","Independent","Male","Sep",5,1.82,499
2548,32,"Year 9",25,"Certificate/Diploma","Catholic","Female","Feb",3,1.25,637
2549,19,"Year 9",0,"Bachelor degree","Government","Female","Nov",2,0.7,643
2550,42,"Year 7",10,"Bachelor degree","Government","Female","Jan",4,0.89,589
2551,32,"Year 9",20,"Year 12","Catholic","Female","Jan",1,0.34,578
2552,26,"Year 7",30,"Year 12","Government","Female","May",2,0.27,546
2553,11,"Year 3",10,"Year 12","Government","Female","Jan",3,0.38,363
2554,10,"Year 3",5,"Postgraduate","Catholic","Male","Jul",5,1.76,500
2555,26,"Year 3",35,"Bachelor degree","Government","Female","Oct",1,1.22,469
2556,3,"Year 9",15,"Bachelor degree","Government","Female","Aug",1,1.94,691
2557,25,"Year 3",20,"Postgraduate","Government","Male","Mar",3,1.75,495
2558,12,"Year 3",5,"Year 10 or below","Catholic","Male","Jul",2,-0.69,387
